Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	body_sentiment	BodyCompletedAt	body_duration_ms	Trigger
DWSN	"[""DWSN""]"	nPn5gTdsna	2026-05-14 16:05:02	DAWSON GEOPHYSICAL REPORTS FIRST QUARTER 2026 RESULTS	PR Newswire	30.69	NASDAQ	2026-05-14 16:05:02.304569	0.0459	0.0506	0.9035	-0.0047	neutral	NO:sentiment_score
HHS	"[""HHS""]"	nACSyQplJa	2026-05-14 16:05:02	Harte Hanks Reports First Quarter 2026 Results	ACCESSWIRE	5.9	NASDAQ	2026-05-14 16:05:02.314189	0.0462	0.0529	0.901	-0.0067	neutral	NO:sentiment_score
AQMS	"[""AQMS""]"	nGNX3MDsZk	2026-05-14 16:05:02	Aqua Metals Reports First Quarter 2026 Progress on Commercialization, Strategic Initiatives, and Expanded Platform Capabilities Across Critical Minerals and Energy Storage Markets	Globe Newswire	2.64	NASDAQ	2026-05-14 16:05:02.656850	0.8735	0.0112	0.1154	0.8623	positive	YES
CBUS	"[""CBUS""]"	nGNXc7f3y6	2026-05-14 16:05:02	Cibus Reports First Quarter Financial Results and Provides Business Update	Globe Newswire	47.19	NASDAQ	2026-05-14 16:05:02.665242	0.0624	0.0329	0.9047	0.0296	neutral	NO:sentiment_score
MTVA	"[""MTVA""]"	nPnbrmSBRa	2026-05-14 16:05:02	MetaVia Reports First Quarter 2026 Financial Results and Provides Corporate Update	PR Newswire	3.29	NASDAQ	2026-05-14 16:05:02.677677	0.0588	0.0432	0.898	0.0157	neutral	NO:sentiment_score
SHIM	"[""SHIM""]"	nGNX8XjYk4	2026-05-14 16:05:02	Shimmick Corporation Announces First Quarter 2026 Results	Globe Newswire	5.27	NASDAQ	2026-05-14 16:05:02.941953	0.0514	0.0795	0.8691	-0.0282	neutral	NO:sentiment_score
RMCF	"[""RMCF""]"	nGNX4R4tRW	2026-05-14 16:05:02	Rocky Mountain Chocolate Factory Reports Preliminary Fourth Quarter and Fiscal Year 2026 Financial Results	Globe Newswire	5.6	NASDAQ	2026-05-14 16:05:02.947942	0.1315	0.0908	0.7778	0.0407	neutral	NO:sentiment_score
PXLW	"[""PXLW""]"	nPn9fkhqCa	2026-05-14 16:05:02	Pixelworks Reports First Quarter 2026 Financial Results	PR Newswire	5.88	NASDAQ	2026-05-14 16:05:02.949062	0.091	0.0972	0.8118	-0.0062	neutral	NO:sentiment_score
RNXT	"[""RNXT""]"	nGNX9SSfhJ	2026-05-14 16:05:02	RenovoRx Reports Record First Quarter 2026: Increasing Revenue by 136% Quarter-over-Quarter	Globe Newswire	43.15	NASDAQ	2026-05-14 16:05:02.958762	0.9442	0.0183	0.0376	0.9259	positive	YES
ICCC	"[""ICCC""]"	nGNX4R5dMB	2026-05-14 16:05:02	ImmuCell Announces Unaudited Financial Results for the Quarter Ended March 31, 2026	Globe Newswire	5.65	NASDAQ	2026-05-14 16:05:02.973567	0.0798	0.091	0.8291	-0.0112	neutral	NO:sentiment_score
EGAN	"[""EGAN""]"	nGNX8vWK63	2026-05-14 16:05:03	eGain Reports Third Quarter 2026 Results Highlighting Accelerating AI Knowledge Demand and Improved Profitability	Globe Newswire	17.65	NASDAQ	2026-05-14 16:05:03.401604	0.9476	0.0159	0.0365	0.9318	positive	YES
OTH	"[""OTH""]"	nGNX1CBtw3	2026-05-14 16:05:03	Oﬀ The Hook YS Inc. Reports First Quarter 2026 Financial and Operating Results	Globe Newswire	3.45	NYSE AMERICAN	2026-05-14 16:05:03.561889	0.2112	0.1037	0.6851	0.1076	positive	NO:sentiment_score
RSSS	"[""RSSS""]"	nPn3LX8qMa	2026-05-14 16:05:03	Research Solutions Reports Third Quarter Fiscal Year 2026 Results	PR Newswire	27.24	NASDAQ	2026-05-14 16:05:03.618216	0.0483	0.0408	0.9109	0.0076	neutral	NO:sentiment_score
SRXH	"[""SRXH""]"	nGNX8MPkKx	2026-05-14 16:05:03	SRx Health Solutions Announces Fiscal Second Quarter 2026 Results for Quarter Ended March 31, 2026	Globe Newswire	273.77	NYSE AMERICAN	2026-05-14 16:05:03.687419	0.1105	0.1392	0.7503	-0.0287	neutral	NO:sentiment_score,Float
AUID	"[""AUID""]"	nGNX4S970	2026-05-14 16:05:03	authID Reports Financial and Operating Results for the First Quarter 2026	Globe Newswire	14.18	NASDAQ	2026-05-14 16:05:03.876089	0.089	0.0542	0.8568	0.0348	neutral	NO:sentiment_score
JSPR	"[""JSPR""]"	nGNXbhs1Cc	2026-05-14 16:05:04	Jasper Therapeutics Reports First Quarter 2026 Financial Results and Provides Corporate Update	Globe Newswire	24.16	NASDAQ	2026-05-14 16:05:04.105868	0.0895	0.0427	0.8678	0.0467	neutral	NO:sentiment_score
SSTI	"[""SSTI""]"	nGNX61kx0l	2026-05-14 16:05:04	SoundThinking, Inc. Reports First Quarter 2026 Financial Results	Globe Newswire	9.62	NASDAQ	2026-05-14 16:05:04.216034	0.1066	0.1456	0.7478	-0.039	neutral	NO:sentiment_score
BRFH	"[""BRFH""]"	nGNX58c5tH	2026-05-14 16:05:04	Barfresh Announces First Quarter 2026 Results 	Globe Newswire	6.35	NASDAQ	2026-05-14 16:05:04.496368	0.0856	0.0527	0.8616	0.0329	neutral	NO:sentiment_score
CMT	"[""CMT""]"	nGNX1vwjr6	2026-05-14 16:05:04	Core Molding Technologies to Present and Host 1x1 Meetings at the 16th Annual East Coast IDEAS Investor Conference on June 10, 2026	Globe Newswire	8.23	NYSE AMERICAN	2026-05-14 16:05:04.551096	0.1609	0.0185	0.8206	0.1423	positive	NO:sentiment_score
ARTL	"[""ARTL""]"	nGNX5wmqWx	2026-05-14 16:05:04	Artelo Biosciences Provides Business Update Outlining Upcoming Milestones and Reports 2026 First Quarter Financial Results	Globe Newswire	0.83	NASDAQ	2026-05-14 16:05:04.718113	0.134	0.0513	0.8147	0.0828	positive	NO:sentiment_score
XELB	"[""XELB""]"	nGNX6qc5q6	2026-05-14 16:05:05	Xcel Brands, Inc. Announces First Quarter 2026 Financial Results	Globe Newswire	3.97	NASDAQ	2026-05-14 16:05:05.191229	0.0935	0.1083	0.7981	-0.0148	neutral	NO:sentiment_score
RKDA	"[""RKDA""]"	nGNXbrlsZj	2026-05-14 16:05:05	Arcadia Biosciences (RKDA) Announces First Quarter 2026 Financial Results and Business Highlights	Globe Newswire	2.05	NASDAQ	2026-05-14 16:05:05.285367	0.1133	0.0433	0.8434	0.07	positive	NO:sentiment_score
ROC	"[""ROC""]"	nGNX32PjBk	2026-05-14 16:05:05	ROC Reports First Quarter 2026 Financial Results, Product Momentum Continues Across Vision AI Platform	Globe Newswire	5.45	NASDAQ	2026-05-14 16:05:05.898914	0.7301	0.0099	0.2601	0.7202	positive	YES
XBP	"[""XBP""]"	nGNX30nqDN	2026-05-14 16:05:06	XBP Global Holdings, Inc. Reports First Quarter 2026 Financial Results	Globe Newswire	8.41	NASDAQ	2026-05-14 16:05:06.242065	0.0968	0.0869	0.8164	0.0099	neutral	NO:sentiment_score
WKHS	"[""WKHS""]"	nGNX6gVLd8	2026-05-14 16:05:06	Workhorse Group Reports First Quarter 2026 Results	Globe Newswire	7.79	NASDAQ	2026-05-14 16:05:06.388170	0.0593	0.0512	0.8895	0.0081	neutral	NO:sentiment_score
INUV	"[""INUV""]"	nGNX1cqwnG	2026-05-14 16:05:07	Inuvo Reports First Quarter 2026 Results	Globe Newswire	11.83	NYSE AMERICAN	2026-05-14 16:05:07.053557	0.0608	0.0457	0.8935	0.0151	neutral	NO:sentiment_score
MTEX	"[""MTEX""]"	nGNX1NDQMH	2026-05-14 16:05:07	Mannatech Reports Financial Results for First Quarter 2026	Globe Newswire	0.84	NASDAQ	2026-05-14 16:05:07.237953	0.1282	0.0814	0.7905	0.0468	neutral	NO:sentiment_score
SHPH	"[""SHPH""]"	nNFC384RJz	2026-05-14 16:05:18	Shuttle Pharmaceuticals and United Dogecoin Announce Purchase Order for up to 3,000 ElphaPex Dogecoin and Litecoin Mining Rigs	Newsfile Corp	4.87	NASDAQ	2026-05-14 16:05:18.626924	0.333	0.0109	0.6561	0.3222	positive	NO:sentiment_score
BLIN	"[""BLIN""]"	nACStQsdma	2026-05-14 16:08:44	Bridgeline Announces Financial Results for the Second Quarter of Fiscal 2026 	ACCESSWIRE	9.17	NASDAQ	2026-05-14 16:08:44.794290	0.1288	0.1141	0.7571	0.0148	neutral	NO:sentiment_score
VNRX	"[""VNRX""]"	nPn4rqtFba	2026-05-14 16:10:00	VolitionRx Limited Announces First Quarter 2026 Financial Results and Business Update	PR Newswire	6.37	NYSE AMERICAN	2026-05-14 16:10:00.141482	0.0908	0.059	0.8501	0.0318	neutral	NO:sentiment_score
FCT	"[""FCT""]"	nBws5h9qa	2026-05-14 16:10:00	First Trust Advisors L.P. Announces Portfolio Manager Update Regarding the Reorganization of First Trust Senior Floating Rate Income Fund II	Business Wire	25.98	NYSE	2026-05-14 16:10:00.228092	0.0888	0.0678	0.8434	0.021	neutral	NO:sentiment_score
TOPP	"[""TOPP""]"	nGNX4RK1nj	2026-05-14 16:10:00	Toppoint Holdings Inc. Reports First Quarter 2026 Financial Results	Globe Newswire	6.5	NYSE AMERICAN	2026-05-14 16:10:00.280654	0.0798	0.1132	0.807	-0.0334	neutral	NO:sentiment_score
FBIO	"[""FBIO""]"	nGNXVk1hX	2026-05-14 16:10:00	Fortress Biotech Reports First Quarter 2026 Financial Results and Recent Corporate Highlights	Globe Newswire	24.68	NASDAQ	2026-05-14 16:10:00.501061	0.1477	0.0548	0.7975	0.0929	positive	NO:sentiment_score
CLDI	"[""CLDI""]"	nGNX5V0WR2	2026-05-14 16:10:00	Calidi Biotherapeutics Reports First Quarter 2026 Financial Results and Recent Operational Highlights	Globe Newswire	9.78	NYSE AMERICAN	2026-05-14 16:10:00.555483	0.2286	0.0327	0.7387	0.196	positive	NO:sentiment_score
XOS	"[""XOS""]"	nGNX4k93FZ	2026-05-14 16:10:00	Xos Reports Record Gross Margin and Lowest Operating Loss in Company History since Going Public, Anchored by Multi-Product Business Lines	Globe Newswire	6.55	NASDAQ	2026-05-14 16:10:00.682320	0.0605	0.869	0.0705	-0.8085	negative	NO:sentiment_score
YCBD	"[""YCBD""]"	nPn9GzMl9a	2026-05-14 16:10:00	cbdMD Reports 19% Year-over-Year and 12% Sequential Revenue Growth; Bluebird Acquisition Integration and Medicare BEI Pathway Position Company for Continued Momentum	PR Newswire	9.36	NYSE AMERICAN	2026-05-14 16:10:00.735615	0.9135	0.0148	0.0717	0.8987	positive	YES
NL	"[""NL""]"	nGNX2ldJ5y	2026-05-14 16:15:00	NL INDUSTRIES, INC. ANNOUNCES QUARTERLY DIVIDEND AND RESULTS OF ANNUAL SHAREHOLDER MEETING	Globe Newswire	8.31	NYSE	2026-05-14 16:15:00.240763	0.0666	0.068	0.8654	-0.0014	neutral	NO:sentiment_score
KULR	"[""KULR""]"	nGNX5fC5Py	2026-05-14 16:15:00	KULR Technology Group Reports First Quarter 2026 Financial Results	Globe Newswire	42.57	NYSE AMERICAN	2026-05-14 16:15:00.282668	0.1888	0.1114	0.6998	0.0773	positive	NO:sentiment_score
MCR	"[""MCR""]"	nBw4X6fhHa	2026-05-14 16:15:00	MFS Charter Income Trust Announces Adjournment of Special Shareholder Meeting	Business Wire	41.69	NYSE	2026-05-14 16:15:00.397390	0.0766	0.1101	0.8134	-0.0335	neutral	NO:sentiment_score
FGI	"[""FGI""]"	nPn7XmJ37a	2026-05-14 16:15:00	FGI INDUSTRIES ANNOUNCES FIRST QUARTER 2026 RESULTS	PR Newswire	0.53	NASDAQ	2026-05-14 16:15:00.588030	0.048	0.0733	0.8787	-0.0254	neutral	NO:sentiment_score
KLC	"[""KLC""]"	nBw3lvH6Sa	2026-05-14 16:15:00	KinderCare Reports First Quarter 2026 Financial Results	Business Wire	30.46	NYSE	2026-05-14 16:15:00.691277	0.0911	0.0856	0.8233	0.0055	neutral	NO:sentiment_score
CHPT	"[""CHPT""]"	nBw3rqdyka	2026-05-14 16:15:00	ChargePoint to Announce First Quarter Fiscal Year 2027 Financial Results on June 3, 2026	Business Wire	21.75	NYSE	2026-05-14 16:15:00.848714	0.0705	0.0228	0.9067	0.0477	neutral	NO:sentiment_score
ACOG	"[""ACOG""]"	nBw77XVlYa	2026-05-14 16:15:00	Alpha Cognition Inc. Reports First Quarter 2026 Financial Results and Provides Operational Update	Business Wire	12.99	NASDAQ	2026-05-14 16:15:00.908171	0.057	0.0331	0.9099	0.0238	neutral	NO:sentiment_score
TPST	"[""TPST""]"	nGNX2pKcvh	2026-05-14 16:15:01	Tempest Reports First Quarter 2026 Financial Results and Provides Business Update	Globe Newswire	8.13	NASDAQ	2026-05-14 16:15:01.024793	0.0553	0.0397	0.9051	0.0156	neutral	NO:sentiment_score
BGMS	"[""BGMS""]"	nGNX60Z4S1	2026-05-14 16:15:01	BIO GREEN MED SOLUTION REPORTS FIRST QUARTER FINANCIAL RESULTS AND PROVIDES BUSINESS UPDATE	Globe Newswire	3.2	NASDAQ	2026-05-14 16:15:01.206062	0.0713	0.0271	0.9016	0.0443	neutral	NO:sentiment_score
BNKK	"[""BNKK""]"	nACSXBYQZa	2026-05-14 16:15:01	BNKK Revenues Surge Over 10,000% to $4.3M in Q1 2026; Achieves Operational Profitability	ACCESSWIRE	3.41	NASDAQ	2026-05-14 16:15:01.215804	0.9433	0.0203	0.0364	0.9229	positive	YES
PED	"[""PED""]"	nGNX9LjygR	2026-05-14 16:15:01	PEDEVCO Reports First Quarter 2026 Results	Globe Newswire	5.26	NYSE AMERICAN	2026-05-14 16:15:01.637129	0.057	0.0386	0.9044	0.0184	neutral	NO:sentiment_score
INV	"[""INV""]"	nGNX3d7jVz	2026-05-14 16:15:01	Innventure Reports First Quarter 2026 Results	Globe Newswire	49.3	NASDAQ	2026-05-14 16:15:01.666392	0.0423	0.0504	0.9073	-0.0081	neutral	NO:sentiment_score
SER	"[""SER""]"	nGNX9p5Rrs	2026-05-14 16:20:00	Serina Therapeutics Reports First Quarter 2026 Financial Results and Provides Business Updates	Globe Newswire	6.98	NYSE AMERICAN	2026-05-14 16:20:00.353460	0.0774	0.0276	0.895	0.0498	neutral	NO:sentiment_score
ODYS	"[""ODYS""]"	nGNX9sQQq9	2026-05-14 16:20:00	Odysight.ai Reports Financial Results for the Three Months Ended March 31, 2026 and Provides Business Update	Globe Newswire	8.43	NASDAQ	2026-05-14 16:20:00.385461	0.0529	0.0567	0.8904	-0.0039	neutral	NO:sentiment_score
MLCI	"[""MLCI""]"	nGNX3WBWTp	2026-05-14 16:20:00	Mount Logan Capital Inc. Announces First Quarter 2026 Financial Results	Globe Newswire	10.57	NASDAQ	2026-05-14 16:20:00.725950	0.1089	0.1425	0.7486	-0.0335	neutral	NO:sentiment_score
PROP	"[""PROP""]"	nGNX2BvRBm	2026-05-14 16:21:54	Prairie Operating Co. Announces First Quarter 2026 Results and Reaffirms 2026 Guidance	Globe Newswire	36.15	NASDAQ	2026-05-14 16:21:54.499441	0.1408	0.0465	0.8127	0.0943	positive	NO:sentiment_score
PXS	"[""PXS""]"	nGNX3xb5CN	2026-05-14 16:22:00	Pyxis Tankers Announces Date for the Release of the First Quarter 2026 Results	Globe Newswire	4.26	NASDAQ	2026-05-14 16:22:00.382446	0.0542	0.0402	0.9056	0.014	neutral	NO:sentiment_score
HCWB	"[""HCWB""]"	nGNX8x68Hw	2026-05-14 16:25:00	HCW Biologics Reports First Quarter 2026 Business Highlights and Financial Results	Globe Newswire	5.1	NASDAQ	2026-05-14 16:25:00.346154	0.1454	0.1009	0.7536	0.0445	neutral	NO:sentiment_score
WNC	"[""WNC""]"	nGNX2SnYty	2026-05-14 16:28:19	Wabash Announces Quarterly Dividend	Globe Newswire	38.62	NYSE	2026-05-14 16:28:19.171888	0.0896	0.1421	0.7683	-0.0525	negative	NO:sentiment_score
VCIG	"[""VCIG""]"	nGNX6yRHdK	2026-05-14 16:30:00	VCI Global Launches Strategic Gold Treasury Program Integrating Physical Gold and Tether Gold	Globe Newswire	5.76	NASDAQ	2026-05-14 16:30:00.277767	0.1889	0.0114	0.7997	0.1775	positive	NO:sentiment_score
NEOV	"[""NEOV"", ""SES""]"	nGNX2n1FgP	2026-05-14 16:30:00	NeoVolta Appoints Jing Nealis as Chief Financial Officer	Globe Newswire	33.62	NASDAQ	2026-05-14 16:30:00.330976	0.0484	0.0495	0.9021	-0.0012	neutral	NO:sentiment_score
SES	"[""NEOV"", ""SES""]"	nGNX2n1FgP	2026-05-14 16:30:00	NeoVolta Appoints Jing Nealis as Chief Financial Officer	Globe Newswire	236.25	NASDAQ	2026-05-14 16:30:00.332452	0.0484	0.0495	0.9021	-0.0012	neutral	NO:sentiment_score,Float
IDAI	"[""IDAI""]"	nGNEltzNF	2026-05-14 16:30:00	Trust Stamp filed its Q1 10-Q for the three months ended March 31, 2026 reflecting 39% increase in net recognized revenue with continued customer and pipeline growth	Globe Newswire	4.13	NASDAQ	2026-05-14 16:30:00.485158	0.9345	0.0163	0.0493	0.9182	positive	YES
DTCX	"[""DTCX""]"	nGNX8LzzYJ	2026-05-14 16:30:00	Datacentrex Reports First Quarter 2026 Financial Results	Globe Newswire	25.81	NASDAQ	2026-05-14 16:30:00.594532	0.1074	0.1226	0.77	-0.0152	neutral	NO:sentiment_score
MDCX	"[""MDCX""]"	nGNX26B7sz	2026-05-14 16:30:00	Medicus Pharma Reports First Quarter 2026 Financial Results and Provides Corporate Update	Globe Newswire	9.61	NASDAQ	2026-05-14 16:30:00.606134	0.0798	0.0345	0.8856	0.0453	neutral	NO:sentiment_score
STN	"[""STN""]"	nGNX8M4fgR	2026-05-14 16:30:00	Stantec announces results of its 2026 Annual Meeting of Shareholders	Globe Newswire	113.69	TSX	2026-05-14 16:30:00.706719	0.0946	0.075	0.8305	0.0196	neutral	NO:sentiment_score,Float
HTCO	"[""HTCO""]"	nPn7QFJ5Ya	2026-05-14 16:30:01	High‑Trend International Group Announces Cancellation and Retirement of 630,000 Class A Ordinary Shares	PR Newswire	2.4	NASDAQ	2026-05-14 16:30:01.148047	0.0186	0.8414	0.14	-0.8228	negative	NO:sentiment_score
MTA	"[""MTA""]"	nPn9RFk01a	2026-05-14 16:30:02	METALLA REPORTS FINANCIAL RESULTS FOR THE FIRST QUARTER OF 2026 AND PROVIDES ASSET UPDATES	PR Newswire	69.75	NYSE AMERICAN	2026-05-14 16:30:02.284811	0.0524	0.0426	0.905	0.0098	neutral	NO:sentiment_score,Float
POM	"[""POM""]"	nPn5LJ1Pda	2026-05-14 16:30:02	POMDOCTOR LIMITED Announces Fiscal Year 2025 Financial Results	PR Newswire	2.482	NASDAQ	2026-05-14 16:30:02.704638	0.1253	0.1058	0.7689	0.0195	neutral	NO:sentiment_score
GEMI	"[""GEMI""]"	nGNXPD8sK	2026-05-14 16:32:18	Gemini Reports First Quarter 2026 Results and Announces $100 Million Strategic Investment	Globe Newswire	38.2	NASDAQ	2026-05-14 16:32:18.491647	0.159	0.0193	0.8217	0.1397	positive	NO:sentiment_score
SCWO	"[""SCWO""]"	nACS55QTQa	2026-05-14 16:35:00	374Water Reports First Quarter 2026 Financial Results; Gross Margins Expands Year-Over-Year as Company Advances Contracted Deployments, Waste Destruction Services Platform, and Strategic Partnerships	ACCESSWIRE	9.21	NASDAQ	2026-05-14 16:35:00.779499	0.9455	0.019	0.0354	0.9265	positive	YES
ESP	"[""ESP""]"	nNFC4X0HGl	2026-05-14 16:45:20	Brompton Energy Split Corp. Announces Successful Overnight Offering	Newsfile Corp	2.26	TSX	2026-05-14 16:45:20.241543	0.2453	0.0359	0.7189	0.2094	positive	NO:sentiment_score
SACH	"[""SACH""]"	nGNX9drkXc	2026-05-14 17:00:00	Sachem Capital Announces Update to First Quarter 2026  Earnings Release and Conference Call	Globe Newswire	45.29	NYSE AMERICAN	2026-05-14 17:00:00.249587	0.0877	0.0812	0.8311	0.0065	neutral	NO:sentiment_score
PD	"[""PD""]"	nGNXbLSkM7	2026-05-14 17:00:00	Precision Drilling Corporation Announces Voting Results from the 2026 Annual Meeting of Shareholders	Globe Newswire	78.73	TSX	2026-05-14 17:00:00.288231	0.0673	0.0394	0.8933	0.0279	neutral	NO:sentiment_score,Float
WPRT	"[""WPRT""]"	nGNX8NVTn9	2026-05-14 17:00:00	Westport Reports First Quarter 2026 Financial Results	Globe Newswire	15.15	TSX	2026-05-14 17:00:00.796529	0.146	0.1308	0.7233	0.0152	neutral	NO:sentiment_score
CVR	"[""CVR""]"	nPn2tmKNQa	2026-05-14 17:04:21	CHICAGO RIVET & MACHINE CO. ANNOUNCES TEMPORARY SUSPENSION OF QUARTERLY DIVIDEND	PR Newswire	0.67	NYSE AMERICAN	2026-05-14 17:04:21.180013	0.0175	0.8637	0.1188	-0.8463	negative	NO:sentiment_score
S	"[""S""]"	nBw2TD3q8a	2026-05-14 17:05:00	Sherritt Provides Update on Court Application	Business Wire	316.28	TSX	2026-05-14 17:05:00.195787	0.0985	0.0934	0.8081	0.0051	neutral	NO:sentiment_score,Float
MFC	"[""MFC""]"	nPn1qrK1za	2026-05-14 17:06:41	Manulife Announces Election of Directors	PR Newswire	1670.0	TSX	2026-05-14 17:06:41.527402	0.1134	0.0712	0.8154	0.0422	neutral	NO:sentiment_score,Float
NBGEX	"[""NBGEX"", ""NML""]"	nPnqfbYPa	2026-05-14 17:10:00	NEUBERGER ENERGY INFRASTRUCTURE AND INCOME FUND ANNOUNCES AMENDMENT TO LEVERAGE FACILITY	PR Newswire		NASDAQ	2026-05-14 17:10:00.141264	0.214	0.0279	0.7581	0.1861	positive	NO:sentiment_score,Float
NML	"[""NBGEX"", ""NML""]"	nPnqfbYPa	2026-05-14 17:10:00	NEUBERGER ENERGY INFRASTRUCTURE AND INCOME FUND ANNOUNCES AMENDMENT TO LEVERAGE FACILITY	PR Newswire	56.24	NASDAQ	2026-05-14 17:10:00.141646	0.214	0.0279	0.7581	0.1861	positive	NO:sentiment_score,Float
UHG	"[""UHG""]"	nGNX5GpJ8y	2026-05-14 17:13:24	United Homes Group, Inc. Class Action Reminder – Robbins LLP Encourages UHG Investors to Contact the Firm for Information About Their Rights	Globe Newswire	11.21	NASDAQ	2026-05-14 17:13:24.196221	0.3321	0.0298	0.6381	0.3023	positive	NO:sentiment_score
ETG	"[""ETG""]"	nGNXltF7b	2026-05-14 17:15:00	Entrée Resources Announces First Quarter 2026 Results and Provides Corporate Update	Globe Newswire	76.31	TSX	2026-05-14 17:15:00.284821	0.0824	0.0342	0.8833	0.0482	neutral	NO:sentiment_score,Float
USA	"[""USAS"", ""USA""]"	nNFCbP2YBD	2026-05-14 17:15:05	Americas Gold and Silver Reports Record Production and Sales in Q1 2026 as Execution on the Growth Plan Continues at Galena	Newsfile Corp	301.27	NYSE AMERICAN	2026-05-14 17:15:05.596858	0.889	0.0216	0.0894	0.8673	positive	NO:Float
USAS	"[""USAS"", ""USA""]"	nNFCbP2YBD	2026-05-14 17:15:05	Americas Gold and Silver Reports Record Production and Sales in Q1 2026 as Execution on the Growth Plan Continues at Galena	Newsfile Corp	258.81	NYSE AMERICAN	2026-05-14 17:15:05.598491	0.889	0.0216	0.0894	0.8673	positive	NO:Float
LIXT	"[""LIXT""]"	nGNX9xyB7j	2026-05-14 17:18:00	LIXTE Biotechnology Files First Quarter 2026 Quarterly Report on Form 10-Q; Provides Operational Progress Update	Globe Newswire	10.62	NASDAQ	2026-05-14 17:18:00.209118	0.77	0.0147	0.2154	0.7553	positive	YES
GCTK	"[""GCTK""]"	nGNX39QtgS	2026-05-14 17:27:07	Glucotrack Reports First Quarter 2026 Financial Results and Recent Corporate Highlights	Globe Newswire	1.82	NASDAQ	2026-05-14 17:27:07.345579	0.0986	0.0505	0.851	0.0481	neutral	NO:sentiment_score
KITT	"[""KITT""]"	nPn3c5nhRa	2026-05-14 17:30:42	Nauticus Robotics, Inc. Reports First Quarter 2026 Results; Expands International Presence and Advances Commercial Deployment of Autonomous Subsea Technologies	PR Newswire	4.21	NASDAQ	2026-05-14 17:30:42.539446	0.8552	0.0097	0.1351	0.8455	positive	YES
XELB	"[""XELB""]"	nGNX4Gv3r0	2026-05-14 17:37:22	CORRECTION -- Xcel Brands, Inc. Announces First Quarter 2026 Financial Results	Globe Newswire	3.97	NASDAQ	2026-05-14 17:37:22.484089	0.0853	0.0829	0.8318	0.0024	neutral	NO:sentiment_score
SLSN	"[""SLSN""]"	nGNX6HFmjn	2026-05-14 18:00:29	Solésence Supports Landmark Report on UV Safety in the United Kingdom as Member of UV Safety Coalition	Globe Newswire	18.25	NASDAQ	2026-05-14 18:00:29.188894	0.3188	0.013	0.6682	0.3058	positive	NO:sentiment_score
STSS	"[""STSS""]"	nPn6qxllya	2026-05-14 18:08:20	Sharps Technology Adopts Limited Duration Stockholder Rights Plan	PR Newswire	29.33	NASDAQ	2026-05-14 18:08:20.448377	0.0579	0.0172	0.9249	0.0407	neutral	NO:sentiment_score
VLN	"[""VLN""]"	nGNX6YGT9w	2026-05-14 18:30:00	Velan Inc. Reports Fiscal 2026 Fourth-Quarter and Year-End Results 	Globe Newswire	75.87	TSX	2026-05-14 18:30:00.330974	0.103	0.0667	0.8303	0.0363	neutral	NO:sentiment_score,Float
PHR	"[""PHR""]"	nPnc6qb7na	2026-05-14 18:35:00	PHR Stockholder Alert: Shareholder Rights Law Firm Robbins LLP Reminds Investors of the Securities Class Action Lawsuit Against Phreesia, Inc.	PR Newswire	46.13	NYSE	2026-05-14 18:35:00.154338	0.3145	0.0757	0.6097	0.2388	positive	NO:sentiment_score
MPC	"[""MPC""]"	nGNX3dQPNk	2026-05-14 19:30:00	Madison Pacific Properties Inc. announces the results for the three months ended March 31, 2026	Globe Newswire	293.66	TSX	2026-05-14 19:30:00.181451	0.0497	0.0519	0.8983	-0.0022	neutral	NO:sentiment_score,Float
SFD	"[""SFD""]"	nACSp3Fja	2026-05-14 19:35:43	NXT Energy Solutions Announces First Quarter 2026 Results	ACCESSWIRE	44.84	TSX	2026-05-14 19:35:43.142556	0.0505	0.0487	0.9008	0.0018	neutral	NO:sentiment_score
ALK	"[""ALK""]"	nGNX31bsDX	2026-05-14 20:15:14	Alkane Delivers Record Q3 Profit of $93 million	Globe Newswire	112.42	ASX	2026-05-14 20:15:14.387088	0.7303	0.0415	0.2281	0.6888	positive	NO:sentiment_score,Float
SVM	"[""SVM""]"	nPn39VKmXa	2026-05-14 20:28:44	EARLY WARNING REPORT ISSUED PURSUANT TO NATIONAL INSTRUMENT 62-103	PR Newswire	211.26	NYSE AMERICAN	2026-05-14 20:28:44.598647	0.0933	0.0632	0.8435	0.0301	neutral	NO:sentiment_score,Float
